Phi_fit,Counts_fit
0.0,-8.058384984658853e-19
0.2501737317581654,-8.1820289911379485e-19
0.5003474635163307,-8.306156740708917e-19
0.7505211952744961,-8.4307587674205515e-19
1.0006949270326615,-8.5558255691533745e-19
1.2508686587908269,-8.681347608344283e-19
1.5010423905489922,-8.807315312713891e-19
1.7512161223071576,-8.93371907599648e-19
2.001389854065323,-9.0605492586726e-19
2.2515635858234884,-9.187796188704161e-19
2.5017373175816537,-9.315450162272024e-19
2.751911049339819,-9.443501444516005e-19
3.0020847810979845,-9.571940270277274e-19
3.25225851285615,-9.700756844843014e-19
3.5024322446143152,-9.829941344693385e-19
3.7526059763724806,-9.959483918250657e-19
4.002779708130646,-1.008937468663049e-18
4.252953439888811,-1.0219603744395287e-18
4.503127171646977,-1.0350161160309596e-18
4.753300903405142,-1.0481036978097446e-18
5.0034746351633075,-1.061222121720162e-18
5.253648366921473,-1.0743703873544776e-18
5.503822098679638,-1.0875474920292343e-18
5.753995830437804,-1.1007524308617162e-18
6.004169562195969,-1.1139841968465828e-18
6.254343293954134,-1.1272417809326606e-18
6.5045170257123,-1.140524172099895e-18
6.754690757470465,-1.1538303574364491e-18
7.0048644892286305,-1.1671593222159483e-18
7.255038220986796,-1.180510049974864e-18
7.505211952744961,-1.193881522590028e-18
7.755385684503127,-1.2072727203562738e-18
8.005559416261292,-1.2206826220642016e-18
8.255733148019457,-1.2341102050780516e-18
8.505906879777623,-1.247554445413693e-18
8.756080611535788,-1.2610143178167121e-18
9.006254343293953,-1.2744887958405976e-18
9.256428075052119,-1.2879768519250157e-18
9.506601806810284,-1.3014774574741757e-18
9.75677553856845,-1.3149895829352656e-18
10.006949270326615,-1.3285121978769685e-18
10.25712300208478,-1.3420442710680431e-18
10.507296733842946,-1.3555847705559634e-18
10.757470465601111,-1.369132663745616e-18
11.007644197359276,-1.3826869174780466e-18
11.257817929117442,-1.396246498109247e-18
11.507991660875607,-1.4098103715889802e-18
11.758165392633773,-1.4233775035396394e-18
12.008339124391938,-1.4369468593351263e-18
12.258512856150103,-1.4505174041797525e-18
12.508686587908269,-1.4640881031871547e-18
12.758860319666434,-1.4776579214592115e-18
13.0090340514246,-1.4912258241649663e-18
13.259207783182765,-1.5047907766195444e-18
13.50938151494093,-1.5183517443630552e-18
13.759555246699096,-1.5319076932394815e-18
14.009728978457261,-1.5454575894755443e-18
14.259902710215426,-1.559000399759537e-18
14.510076441973592,-1.5725350913201247e-18
14.760250173731757,-1.586060632005107e-18
15.010423905489922,-1.5995759903601249e-18
15.260597637248088,-1.6130801357073213e-18
15.510771369006253,-1.626572038223942e-18
15.760945100764419,-1.6400506690208664e-18
16.011118832522584,-1.6535150002210722e-18
16.26129256428075,-1.6669640050380218e-18
16.511466296038915,-1.680396657853962e-18
16.76164002779708,-1.6938119342981404e-18
17.011813759555245,-1.7072088113249226e-18
17.261987491313413,-1.7205862672918086e-18
17.512161223071576,-1.7339432820373429e-18
17.76233495482974,-1.747278836958914e-18
18.012508686587907,-1.76059191509043e-18
18.262682418346074,-1.773881501179874e-18
18.512856150104238,-1.7871465817667262e-18
18.7630298818624,-1.80038614525925e-18
19.01320361362057,-1.8135991820116366e-18
19.263377345378736,-1.8267846844010002e-18
19.5135510771369,-1.8399416469042164e-18
19.763724808895063,-1.8530690661746077e-18
20.01389854065323,-1.866165941118456e-18
20.264072272411397,-1.879231272971345e-18
20.51424600416956,-1.892264065374327e-18
20.764419735927724,-1.9052633244499043e-18
21.01459346768589,-1.9182280588778236e-18
21.26476719944406,-1.9311572799706707e-18
21.514940931202222,-1.9440500017492714e-18
21.765114662960386,-1.956905241017879e-18
22.015288394718553,-1.969722017439153e-18
22.26546212647672,-1.9824993536089224e-18
22.515635858234884,-1.9952362751307176e-18
22.765809589993047,-2.0079318106900807e-18
23.015983321751214,-2.0205849921286375e-18
23.26615705350938,-2.033194854517928e-18
23.516330785267545,-2.0457604362329922e-18
23.76650451702571,-2.0582807790257027e-18
24.016678248783876,-2.070754928097843e-18
24.266851980542043,-2.0831819321739155e-18
24.517025712300207,-2.09556084357369e-18
24.76719944405837,-2.1078907182844714e-18
25.017373175816537,-2.1201706160330897e-18
25.267546907574705,-2.132399600357607e-18
25.517720639332868,-2.1445767386787285e-18
25.76789437109103,-2.156701102370924e-18
26.0180681028492,-2.168771766833243e-18
26.268241834607366,-2.1807878115598256e-18
26.51841556636553,-2.1927483202100972e-18
26.768589298123693,-2.2046523806786532e-18
27.01876302988186,-2.216499085164812e-18
27.268936761640028,-2.2282875302418436e-18
27.51911049339819,-2.2400168169258683e-18
27.769284225156355,-2.251686050744409e-18
28.019457956914522,-2.263294341804607e-18
28.26963168867269,-2.2748408048610814e-18
28.519805420430853,-2.2863245593834397e-18
28.769979152189016,-2.297744729623427e-18
29.020152883947183,-2.30910044468171e-18
29.27032661570535,-2.320390838574291e-18
