Energy_keV,Eff
50,0.8894545654567678 
56.5,0.9062012406160465 
63.0,0.9217807656847818 
69.5,0.9317367096668332 
76.0,0.9412338909070433 
82.5,0.9467394627865109 
89.0,0.9547135381311229 
95.5,0.960816828026925 
102.0,0.9646008192226216 
108.5,0.9658284055350411 
115.0,0.9652869795847986 
121.5,0.9633607896193896 
128.0,0.9591309302185179 
134.5,0.9524354175626869 
141.0,0.942637226166265 
147.5,0.930436041230322 
154.0,0.9138457810154018 
160.5,0.8977366193392272 
167.0,0.8752286782879763 
173.5,0.8549157369762059 
180.0,0.829592511371995 
186.5,0.8081038315969497 
193.0,0.7813065020522685 
199.5,0.7580924438290658 
206.0,0.7332073856876647 
212.5,0.710542358795839 
219.0,0.6837631527685352 
225.5,0.6611679658437959 
232.0,0.6364848098915349 
238.5,0.6165529884255797 
245.0,0.5944279915183182 
251.5,0.5746271770452167 
258.0,0.5530854535022253 
264.5,0.5358083617015464 
271.0,0.5170562509430731 
277.5,0.4997407132099287 
284.0,0.48321894256139114 
290.5,0.4686145670237566 
297.0,0.45289256071990064 
303.5,0.44004488389722723 
310.0,0.4259600327942509 
316.5,0.41315917556646703 
323.0,0.4003131750238572 
329.5,0.3900026059088392 
336.0,0.3773422385074373 
342.5,0.367186899260323 
349.0,0.3551378768301038 
355.5,0.34692176430151256 
362.0,0.3372600170173798 
368.5,0.3291879363809969 
375.0,0.31909100465803053 
381.5,0.31244070279639097 
388.0,0.3032348651942526 
394.5,0.2972185572452614 
401.0,0.28974231507427006 
407.5,0.2829420737830515 
414.0,0.2759177533907562 
420.5,0.2706931970840359 
427.0,0.26356608235961243 
433.5,0.2587901492413707 
440.0,0.25156861293974503 
446.5,0.24851805859601392 
453.0,0.24188750417239857 
459.5,0.2369360046307738 
466.0,0.23255890406911153 
472.5,0.22773023920737126 
479.0,0.22327589628918604 
485.5,0.21843384716287195 
492.0,0.21563460961591166 
498.5,0.21108114084386762 
505.0,0.20657606401921105 
511.5,0.20366599195336205 
518.0,0.19923567754400182 
524.5,0.19597525459571288 
531.0,0.1923673718749482 
537.5,0.1900096049436288 
544.0,0.18645178779532498 
550.5,0.18327303558117058 
557.0,0.18005042696871362 
563.5,0.1773568575921388 
570.0,0.17493526954260627 
576.5,0.17174981409489287 
583.0,0.1693677369672828 
589.5,0.16675831530972623 
596.0,0.1645941890535456 
602.5,0.1618684004185401 
609.0,0.1592919831968548 
615.5,0.15712058470176954 
622.0,0.15587810629824733 
628.5,0.15332421652845377 
635.0,0.1512551816985275 
641.5,0.14888566388076177 
648.0,0.14677122036600432 
654.5,0.14500963238104797 
661.0,0.14339448997065787 
667.5,0.14105234016092474 
674.0,0.13937129453341524 
680.5,0.13763756269099767 
687.0,0.13594033873794537 
693.5,0.1351222575039489 
