Phi_fit,Counts_fit
0.0,0.4852362626026733
0.15006252605252188,0.4852265832600122
0.30012505210504375,0.4852310284585831
0.4501875781575656,0.48524959807641743
0.6002501042100875,0.48528229160399494
0.7503126302626094,0.48532910814425856
0.9003751563151312,0.4853900464126393
1.0504376823676531,0.48546510473709037
1.200500208420175,0.48555428105813414
1.350562734472697,0.4856575729289182
1.5006252605252188,0.4857749775152822
1.6506877865777407,0.48590649159583643
1.8007503126302624,0.4860521115620492
1.9508128386827843,0.48621183341834684
2.1008753647353062,0.48638565278222257
2.2509378907878284,0.486573564884357
2.40100041684035,0.4867755645687495
2.5510629428928717,0.4869916462928586
2.701125468945394,0.48722180412775495
2.8511879949979155,0.48746603175828396
3.0012505210504377,0.4877243224832384
3.1513130471029593,0.48799666921554286
3.3013755731554815,0.4882830644824483
3.451438099208003,0.4885835004257365
3.601500625260525,0.48889796880193637
3.751563151313047,0.4892264609825495
3.9016256773655686,0.4895689679542874
4.051688203418091,0.4899254803193185
4.2017507294706125,0.49029598829552623
4.351813255523134,0.49068048171677725
4.501875781575657,0.49107895003320035
4.651938307628178,0.4914913823114764
4.8020008336807,0.49191776723513747
4.952063359733222,0.49235809310487844
5.102125885785743,0.49281234783887684
5.252188411838266,0.4932805189731254
5.402250937890788,0.4937625936617732
5.552313463943309,0.4942585586774787
5.702375989995831,0.4947684004117725
5.852438516048354,0.4952921048754306
6.002501042100875,0.49582965769885856
6.152563568153397,0.4963810441324853
6.302626094205919,0.49694624904716844
6.45268862025844,0.4975252569346088
6.602751146310963,0.49811805190777625
6.752813672363485,0.49872461770134546
6.902876198416006,0.4993449376721425
7.052938724468528,0.4999789947996012
7.20300125052105,0.5006267716862303
7.353063776573572,0.5012882505580907
7.503126302626094,0.5019634132652833
7.653188828678616,0.5026522412824466
7.803251354731137,0.5033547157092659
7.95331388078366,0.5040708172709912
8.103376406836182,0.5048005263189657
8.253438932888704,0.5055438228311656
8.403501458941225,0.50630068641275
8.553563984993747,0.5070710962966185
8.703626511046268,0.5078550313439834
8.85368903709879,0.5086524700449484
9.003751563151313,0.5094633905190985
9.153814089203834,0.5102877705161013
9.303876615256357,0.5111255874163174
9.453939141308878,0.5119768182314197
9.6040016673614,0.5128414396050265
9.754064193413923,0.51371942781334
9.904126719466444,0.5146107587657989
10.054189245518966,0.5155154080057385
10.204251771571487,0.5164333507110623
10.35431429762401,0.5173645616949227
10.504376823676532,0.5183090154064123
10.654439349729053,0.5192666859312645
10.804501875781575,0.5202375469925655
10.954564401834096,0.5212215719514749
11.104626927886619,0.5222187338079555
11.254689453939141,0.5232290052015158
11.404751979991662,0.5242523584119603
11.554814506044185,0.525288765360149
11.704877032096707,0.5263381976087694
11.854939558149228,0.5274006263631156
12.00500208420175,0.528476022471879
12.155064610254271,0.5295643564279477
12.305127136306794,0.5306655983692175
12.455189662359317,0.5317797180794084
12.605252188411837,0.5329066849888969
12.75531471446436,0.5340464681755529
12.90537724051688,0.5351990363655884
13.055439766569403,0.5363643579344162
13.205502292621926,0.5375424009075169
13.355564818674447,0.5387331329613165
13.50562734472697,0.5399365214240739
13.65568987077949,0.5411525332767761
13.805752396832013,0.5423811351540455
13.955814922884535,0.5436222933450545
14.105877448937056,0.5448759737944509
14.255939974989579,0.5461421421032919
14.4060025010421,0.547420763529989
14.556065027094622,0.5487118029912594
14.706127553147144,0.5500152250630905
14.856190079199665,0.5513309939817113
15.006252605252188,0.5526590736445725
15.15631513130471,0.5539994276113391
15.306377657357231,0.5553520191048888
15.456440183409754,0.5567168110123217
15.606502709462275,0.5580937658859784
15.756565235514797,0.5594828459444675
15.90662776156732,0.5608840130737025
16.05669028761984,0.5622972288279475
16.206752813672363,0.5637224544308719
16.356815339724886,0.5651596507766143
16.50687786577741,0.5666087784308562
16.656940391829927,0.5680697976319029
16.80700291788245,0.5695426682917754
16.957065443934972,0.5710273499973102
17.107127969987495,0.5725238020112675
17.257190496040018,0.57403198327345
17.407253022092537,0.5755518524018287
17.55731554814506,0.5770833676936787
17.70737807419758,0.5786264871267237
17.857440600250104,0.5801811683602882
18.007503126302627,0.5817473687364602
18.157565652355146,0.5833250452812611
18.30762817840767,0.5849141547058249
18.45769070446019,0.5865146534075862
18.607753230512714,0.5881264974714767
18.757815756565236,0.5897496426711293
18.907878282617755,0.5913840444700926
19.057940808670278,0.5930296580230526
19.2080033347228,0.5946864381770627
19.358065860775323,0.5963543394727835
19.508128386827845,0.5980333161457293
19.658190912880364,0.5997233221275242
19.808253438932887,0.6014243110471661
19.95831596498541,0.6031362362322994
20.108378491037932,0.6048590507104945
20.258441017090455,0.6065927072105382
20.408503543142974,0.6083371581637294
20.558566069195496,0.6100923557051847
20.70862859524802,0.6118582516751527
20.85869112130054,0.613634797620334
21.008753647353064,0.6154219447952112
21.158816173405583,0.6172196441633868
21.308878699458106,0.6190278463989283
21.458941225510628,0.6208465018877214
21.60900375156315,0.6226755607288319
21.759066277615673,0.6245149727358748
21.909128803668192,0.6263646874383905
22.059191329720715,0.6282246540832308
22.209253855773238,0.6300948216359512
22.35931638182576,0.6319751387822101
22.509378907878283,0.6338655539291784
22.659441433930805,0.635766015206954
22.809503959983324,0.6376764704699854
22.959566486035847,0.6395968672985028
23.10962901208837,0.6415271529999557
23.259691538140892,0.6434672746104593
23.409754064193415,0.6454171788962473
23.559816590245934,0.6473768123551331
23.709879116298456,0.6493461212179774
23.85994164235098,0.6513250514501634
24.0100041684035,0.6533135487530799
24.160066694456024,0.6553115585656112
24.310129220508543,0.6573190260656329
