100	0.00243263
102.329	0.002293
104.713	0.00216152
107.152	0.00203768
109.648	0.00192104
112.202	0.00181115
114.815	0.00170763
117.49	0.00161009
120.226	0.00151818
123.027	0.00143157
125.893	0.00134995
128.825	0.00127302
131.826	0.00120051
134.896	0.00113217
138.038	0.00106774
141.254	0.00100701
144.544	0.000949752
147.911	0.000895774
151.356	0.000844883
154.882	0.0007969
158.489	0.000751659
162.181	0.000709
165.959	0.000668776
169.824	0.000630846
173.78	0.000595079
177.828	0.00056135
181.97	0.000529542
186.209	0.000499545
190.546	0.000471255
194.984	0.000444575
199.526	0.000419413
204.174	0.000395682
208.93	0.000373299
213.796	0.000352188
218.776	0.000332276
223.872	0.000313496
229.087	0.000295781
234.423	0.000279072
239.883	0.000263311
245.471	0.000248444
251.189	0.00023442
257.04	0.000221191
263.027	0.000208712
269.153	0.000196941
275.423	0.000185836
281.838	0.00017536
288.403	0.000165477
295.121	0.000156154
301.995	0.000147358
309.03	0.000139061
316.228	0.000131232
323.594	0.000123846
331.131	0.000116878
338.844	0.000110304
346.737	0.000104101
354.813	9.8249e-05
363.078	9.27273e-05
371.535	8.75174e-05
380.189	8.26017e-05
389.045	7.79634e-05
398.107	7.35869e-05
407.38	6.94572e-05
416.869	6.55605e-05
426.58	6.18835e-05
436.516	5.84138e-05
446.684	5.51396e-05
457.088	5.20499e-05
467.735	4.91342e-05
478.63	4.63828e-05
489.779	4.37862e-05
501.187	4.13357e-05
512.861	3.90232e-05
524.807	3.68407e-05
537.032	3.4781e-05
549.541	3.2837e-05
562.341	3.10024e-05
575.44	2.92708e-05
588.844	2.76364e-05
602.56	2.60939e-05
616.595	2.46379e-05
630.957	2.32637e-05
645.654	2.19666e-05
660.693	2.07422e-05
676.083	1.95865e-05
691.831	1.84955e-05
707.946	1.74657e-05
724.436	1.64936e-05
741.31	1.5576e-05
758.578	1.47097e-05
776.247	1.38919e-05
794.328	1.31198e-05
812.831	1.2391e-05
831.764	1.17029e-05
851.138	1.10532e-05
870.964	1.04399e-05
891.251	9.86081e-06
912.011	9.31407e-06
933.254	8.79784e-06
954.993	8.31042e-06
977.237	7.8502e-06
1000	7.41563e-06
	
