# Spectrum file for cosima

IP LIN

DP 100 0.00177012
DP 102.329 0.00169904
DP 104.713 0.00163081
DP 107.152 0.00156532
DP 109.648 0.00150246
DP 112.202 0.00144213
DP 114.815 0.00138422
DP 117.49 0.00132863
DP 120.226 0.00127527
DP 123.027 0.00122406
DP 125.893 0.00117491
DP 128.825 0.00112773
DP 131.826 0.00108244
DP 134.896 0.00103897
DP 138.038 0.000997249
DP 141.254 0.000957202
DP 144.544 0.000918763
DP 147.911 0.000881868
DP 151.356 0.000846455
DP 154.882 0.000812463
DP 158.489 0.000779837
DP 162.181 0.00074852
DP 165.959 0.000718462
DP 169.824 0.00068961
DP 173.78 0.000661917
DP 177.828 0.000635336
DP 181.97 0.000609823
DP 186.209 0.000585334
DP 190.546 0.000561828
DP 194.984 0.000539267
DP 199.526 0.000517611
DP 204.174 0.000496825
DP 208.93 0.000476874
DP 213.796 0.000457724
DP 218.776 0.000439343
DP 223.872 0.0004217
DP 229.087 0.000404766
DP 234.423 0.000388511
DP 239.883 0.00037291
DP 245.471 0.000357935
DP 251.189 0.000343561
DP 257.04 0.000329764
DP 263.027 0.000316522
DP 269.153 0.000303811
DP 275.423 0.000291611
DP 281.838 0.0002799
DP 288.403 0.00026866
DP 295.121 0.000257872
DP 301.995 0.000247516
DP 309.03 0.000237577
DP 316.228 0.000228036
DP 323.594 0.000218879
DP 331.131 0.000210089
DP 338.844 0.000201653
DP 346.737 0.000193555
DP 354.813 0.000185782
DP 363.078 0.000178321
DP 371.535 0.000171161
DP 380.189 0.000164287
DP 389.045 0.00015769
DP 398.107 0.000151357
DP 407.38 0.000145279
DP 416.869 0.000139445
DP 426.58 0.000133845
DP 436.516 0.000128471
DP 446.684 0.000123312
DP 457.088 0.00011836
DP 467.735 0.000113607
DP 478.63 0.000109044
DP 489.779 0.000104666
DP 501.187 0.000100462
DP 512.861 9.64281e-05
DP 524.807 9.25558e-05
DP 537.032 8.8839e-05
DP 549.541 8.52715e-05
DP 562.341 8.18472e-05
DP 575.44 7.85604e-05
DP 588.844 7.54056e-05
DP 602.56 7.23775e-05
DP 616.595 6.9471e-05
DP 630.957 6.66812e-05
DP 645.654 6.40035e-05
DP 660.693 6.14333e-05
DP 676.083 5.89663e-05
DP 691.831 5.65983e-05
DP 707.946 5.43255e-05
DP 724.436 5.21439e-05
DP 741.31 5.005e-05
DP 758.578 4.8281e-05
DP 776.247 4.68141e-05
DP 794.328 4.53917e-05
DP 812.831 4.40126e-05
DP 831.764 4.26753e-05
DP 851.138 4.13787e-05
DP 870.964 4.01215e-05
DP 891.251 3.89024e-05
DP 912.011 3.77204e-05
DP 933.254 3.65744e-05
DP 954.993 3.54631e-05
DP 977.237 3.43856e-05
DP 1000 3.33409e-05

