Distance (mm),Radius Counts
30.0025,0
30.0575,0
30.1125,0
30.1675,0
30.2225,0
30.2775,0
30.3325,0
30.3875,0
30.4425,0
30.4975,0
30.552500000000002,0
30.6075,0
30.6625,0
30.7175,0
30.7725,0
30.8275,0
30.8825,0
30.9375,0
30.9925,0
31.0475,0
31.1025,0
31.1575,0
31.2125,0
31.2675,0
31.3225,0
31.3775,0
31.4325,0
31.4875,0
31.5425,0
31.5975,0
31.6525,0
31.7075,0
31.7625,0
31.8175,0
31.8725,0
31.927500000000002,0
31.9825,0
32.037499999999994,0
32.0925,0
32.147499999999994,0
32.2025,0
32.2575,0
32.3125,0
32.36750000000001,0
32.4225,0
32.477500000000006,0
32.5325,0
32.587500000000006,0
32.6425,0
32.697500000000005,0
32.7525,0
32.807500000000005,0
32.8625,0
32.917500000000004,0
32.9725,0
33.0275,0
33.082499999999996,0
33.1375,0
33.192499999999995,0
33.2475,0
33.302499999999995,0
33.3575,0
33.412499999999994,0
33.4675,0
33.522499999999994,0
33.5775,0
33.6325,0
33.6875,0
33.74250000000001,0
33.7975,0
33.852500000000006,0
33.9075,0
33.962500000000006,0
34.0175,0
34.072500000000005,0
34.1275,0
34.182500000000005,0
34.2375,0
34.292500000000004,0
34.3475,0
34.4025,0
34.457499999999996,0
34.5125,0
34.567499999999995,0
34.6225,0
34.677499999999995,0
34.7325,0
34.787499999999994,0
34.8425,0
34.897499999999994,0
34.9525,0
35.0075,0
35.0625,0
35.11750000000001,0
35.1725,0
35.227500000000006,0
35.2825,0
35.337500000000006,0
35.3925,0
35.447500000000005,0
35.5025,0
35.557500000000005,0
35.6125,0
35.667500000000004,0
35.7225,0
35.7775,0
35.832499999999996,0
35.8875,0
35.942499999999995,0
35.9975,0
36.052499999999995,0
36.1075,0
36.162499999999994,0
36.2175,0
36.272499999999994,0
36.3275,0
36.3825,0
36.4375,0
36.49250000000001,0
36.5475,0
36.602500000000006,0
36.6575,0
36.712500000000006,0
36.7675,0
36.822500000000005,0
36.8775,0
36.932500000000005,0
36.9875,0
37.042500000000004,0
37.0975,0
37.1525,0
37.207499999999996,0
37.2625,0
37.317499999999995,0
37.3725,0
37.427499999999995,0
37.4825,0
37.537499999999994,0
37.5925,0
37.647499999999994,0
37.7025,0
37.7575,0
37.8125,0
37.86750000000001,0
37.9225,0
37.977500000000006,0
38.0325,0
38.087500000000006,0
38.1425,0
38.197500000000005,0
38.2525,0
38.307500000000005,0
38.3625,0
38.417500000000004,0
38.4725,0
38.5275,0
38.582499999999996,0
38.6375,0
38.692499999999995,0
38.7475,0
38.802499999999995,0
38.8575,0
38.912499999999994,0
38.9675,0
39.022499999999994,0
39.0775,0
39.1325,0
39.1875,0
39.24250000000001,0
39.2975,0
39.352500000000006,0
39.4075,0
39.462500000000006,0
39.5175,0
39.572500000000005,0
39.6275,0
39.682500000000005,0
39.7375,0
39.792500000000004,0
39.8475,0
39.9025,0
39.957499999999996,0
40.0125,0
40.067499999999995,0
40.1225,0
40.177499999999995,0
40.2325,0
40.287499999999994,0
40.3425,0
40.397499999999994,0
40.4525,0
40.5075,0
40.5625,0
40.61750000000001,0
40.6725,0
40.727500000000006,0
40.7825,0
40.837500000000006,0
40.8925,0
40.947500000000005,0
41.0025,0
41.057500000000005,0
41.1125,0
41.167500000000004,0
41.2225,0
41.2775,0
41.332499999999996,0
41.3875,0
41.442499999999995,0
41.4975,0
41.552499999999995,0
41.6075,0
41.662499999999994,0
41.7175,0
41.772499999999994,0
41.8275,0
41.8825,0
41.9375,0
41.99250000000001,0
42.0475,0
42.102500000000006,0
42.1575,0
42.212500000000006,0
42.2675,0
42.322500000000005,0
42.3775,0
42.432500000000005,0
42.4875,0
42.542500000000004,0
42.5975,0
42.6525,0
42.707499999999996,0
42.7625,0
42.817499999999995,0
42.8725,0
42.927499999999995,0
42.9825,0
43.037499999999994,0
43.0925,0
43.147499999999994,0
43.2025,0
43.2575,0
43.3125,0
43.36750000000001,0
43.4225,0
43.477500000000006,0
43.5325,0
43.587500000000006,0
43.6425,0
43.697500000000005,0
43.7525,0
43.807500000000005,0
43.8625,0
43.917500000000004,0
43.9725,0
44.0275,0
44.082499999999996,0
44.1375,0
44.192499999999995,0
44.2475,0
44.302499999999995,0
44.3575,0
44.412499999999994,0
44.4675,0
44.522499999999994,0
44.5775,0
44.6325,0
44.6875,0
44.74250000000001,0
44.7975,0
44.852500000000006,0
44.9075,0
44.962500000000006,0
45.0175,0
45.072500000000005,0
45.1275,0
45.182500000000005,0
45.2375,0
45.292500000000004,0
45.3475,0
45.4025,0
45.457499999999996,0
45.5125,0
45.567499999999995,0
45.6225,0
45.677499999999995,0
45.7325,0
45.787499999999994,0
45.8425,0
45.897499999999994,0
45.9525,0
46.0075,0
46.0625,0
46.11750000000001,0
46.1725,0
46.227500000000006,0
46.2825,0
46.337500000000006,0
46.3925,0
46.447500000000005,0
46.5025,0
46.557500000000005,0
46.6125,0
46.667500000000004,0
46.7225,0
46.7775,0
46.832499999999996,0
46.8875,0
46.942499999999995,0
46.9975,0
47.052499999999995,0
47.1075,0
47.162499999999994,0
47.2175,0
47.272499999999994,0
47.3275,0
47.3825,0
47.4375,0
47.49250000000001,0
47.5475,0
47.602500000000006,0
47.6575,0
47.712500000000006,0
47.7675,0
47.822500000000005,0
47.8775,0
47.932500000000005,0
47.9875,0
48.042500000000004,0
48.0975,0
48.1525,0
48.207499999999996,0
48.2625,0
48.317499999999995,0
48.3725,0
48.427499999999995,0
48.4825,0
48.537499999999994,0
48.5925,0
48.647499999999994,0
48.7025,0
48.7575,0
48.8125,0
48.86750000000001,0
48.9225,0
48.977500000000006,0
49.0325,0
49.087500000000006,0
49.1425,0
49.197500000000005,0
49.2525,0
49.307500000000005,0
49.3625,0
49.417500000000004,0
49.4725,0
49.5275,0
49.582499999999996,0
49.6375,0
49.692499999999995,0
49.7475,0
49.802499999999995,0
49.8575,0
49.912499999999994,0
49.9675,0
50.022499999999994,0
50.0775,0
50.1325,0
50.1875,0
50.24250000000001,0
50.2975,0
50.352500000000006,0
50.4075,0
50.462500000000006,0
50.5175,0
50.572500000000005,0
50.6275,0
50.682500000000005,0
50.7375,0
50.792500000000004,0
50.8475,0
50.9025,0
50.957499999999996,0
51.0125,0
51.067499999999995,0
51.1225,0
51.177499999999995,0
51.2325,0
51.287499999999994,0
51.3425,0
51.397499999999994,0
51.4525,0
51.5075,0
51.5625,0
51.61750000000001,0
51.6725,0
51.727500000000006,0
51.7825,0
51.837500000000006,0
51.8925,0
51.947500000000005,0
52.0025,0
52.057500000000005,0
52.1125,0
52.167500000000004,0
52.2225,0
52.2775,0
52.332499999999996,0
52.3875,0
52.442499999999995,0
52.4975,0
52.552499999999995,0
52.6075,0
52.662499999999994,0
52.7175,0
52.772499999999994,0
52.8275,0
52.8825,0
52.9375,0
52.99250000000001,0
53.0475,0
53.102500000000006,0
53.1575,0
53.212500000000006,0
53.2675,0
53.322500000000005,0
53.3775,0
53.432500000000005,0
53.4875,0
53.542500000000004,0
53.5975,0
53.6525,0
53.707499999999996,0
53.7625,0
53.817499999999995,0
53.8725,0
53.927499999999995,0
53.9825,0
54.037499999999994,0
54.0925,0
54.147499999999994,0
54.2025,0
54.2575,0
54.3125,0
54.36750000000001,0
54.4225,0
54.477500000000006,0
54.5325,0
54.587500000000006,0
54.6425,0
54.697500000000005,0
54.7525,0
54.807500000000005,0
54.8625,0
54.917500000000004,0
54.9725,0
55.0275,0
55.082499999999996,0
55.1375,0
55.192499999999995,0
55.2475,0
55.302499999999995,0
55.3575,0
55.412499999999994,0
55.4675,0
55.522499999999994,0
55.5775,0
55.6325,0
55.6875,0
55.74250000000001,0
55.7975,0
55.852500000000006,0
55.9075,0
55.962500000000006,0
56.0175,0
56.072500000000005,0
56.1275,0
56.182500000000005,0
56.2375,0
56.292500000000004,0
56.3475,0
56.4025,0
56.457499999999996,0
56.5125,0
56.567499999999995,0
56.6225,0
56.677499999999995,0
56.7325,0
56.787499999999994,0
56.8425,0
56.897499999999994,0
56.9525,0
57.0075,0
57.0625,0
57.11750000000001,0
57.1725,0
57.227500000000006,0
57.2825,0
57.337500000000006,0
57.3925,0
57.447500000000005,0
57.5025,0
57.557500000000005,0
57.6125,0
57.667500000000004,0
57.7225,0
57.7775,0
57.832499999999996,0
57.8875,0
57.942499999999995,0
57.9975,0
58.052499999999995,0
58.1075,0
58.162499999999994,0
58.2175,0
58.272499999999994,0
58.3275,0
58.3825,0
58.4375,0
58.49250000000001,0
58.5475,0
58.602500000000006,0
58.6575,0
58.712500000000006,0
58.7675,0
58.822500000000005,0
58.8775,0
58.932500000000005,0
58.9875,0
59.042500000000004,0
59.0975,0
59.1525,0
59.207499999999996,0
59.2625,0
59.317499999999995,0
59.3725,0
59.427499999999995,0
59.4825,0
59.537499999999994,0
59.5925,0
59.647499999999994,0
59.7025,0
59.7575,0
59.8125,0
59.86750000000001,0
59.9225,0
59.977500000000006,0
60.0325,0
60.087500000000006,0
60.1425,0
60.197500000000005,0
60.2525,0
60.307500000000005,0
60.3625,0
60.417500000000004,0
60.4725,0
60.5275,0
60.582499999999996,0
60.6375,0
60.692499999999995,0
60.7475,0
60.802499999999995,0
60.8575,0
60.912499999999994,0
60.9675,0
61.022499999999994,0
61.0775,0
61.1325,0
61.1875,0
61.24250000000001,0
61.2975,0
61.352500000000006,0
61.4075,0
61.462500000000006,0
61.5175,0
61.572500000000005,0
61.6275,0
61.682500000000005,0
61.7375,0
61.792500000000004,0
61.8475,0
61.9025,0
61.957499999999996,0
62.0125,0
62.067499999999995,0
62.1225,0
62.177499999999995,0
62.2325,0
62.287499999999994,0
62.3425,0
62.397499999999994,0
62.4525,0
62.5075,0
62.5625,0
62.61750000000001,0
62.6725,0
62.727500000000006,0
62.7825,0
62.837500000000006,0
62.8925,0
62.947500000000005,0
63.0025,0
63.057500000000005,0
63.1125,0
63.167500000000004,0
63.2225,0
63.2775,0
63.332499999999996,0
63.3875,0
63.442499999999995,0
63.4975,0
63.552499999999995,0
63.6075,0
63.662499999999994,0
63.7175,0
63.772499999999994,0
63.8275,0
63.8825,0
63.9375,0
63.9925,0
64.0475,0
64.10249999999999,0
64.1575,0
64.2125,0
64.2675,0
64.32249999999999,0
64.3775,0
64.4325,0
64.4875,0
64.5425,0
64.5975,0
64.6525,0
64.70750000000001,0
64.7625,0
64.8175,0
64.8725,0
64.92750000000001,0
64.9825,0
65.0375,0
65.0925,0
65.14750000000001,0
65.2025,0
65.2575,0
65.3125,0
65.3675,0
65.4225,0
65.47749999999999,0
65.5325,0
65.5875,0
65.6425,0
65.69749999999999,0
65.7525,0
65.8075,0
65.8625,0
65.9175,0
65.9725,0
66.0275,0
66.08250000000001,0
66.1375,0
66.1925,0
66.2475,0
66.30250000000001,0
66.3575,0
66.4125,0
66.4675,0
66.52250000000001,0
66.5775,0
66.6325,0
66.6875,0
66.7425,0
66.7975,0
66.85249999999999,0
66.9075,0
66.9625,0
67.0175,0
67.07249999999999,0
67.1275,0
67.1825,0
67.2375,0
67.2925,0
67.3475,0
67.4025,0
67.45750000000001,0
67.5125,0
67.5675,0
67.6225,0
67.67750000000001,0
67.7325,0
67.7875,0
67.8425,0
67.89750000000001,0
67.9525,0
68.0075,0
68.0625,0
68.1175,0
68.1725,0
68.22749999999999,0
68.2825,0
68.3375,0
68.3925,0
68.44749999999999,0
68.5025,0
68.5575,0
68.6125,0
68.6675,0
68.7225,0
68.7775,0
68.83250000000001,0
68.8875,0
68.9425,0
68.9975,0
69.05250000000001,0
69.1075,0
69.1625,0
69.2175,0
69.27250000000001,0
69.3275,0
69.3825,0
69.4375,0
69.4925,0
69.5475,0
69.60249999999999,0
69.6575,0
69.7125,0
69.7675,0
69.82249999999999,0
69.8775,0
69.9325,0
69.9875,0
70.0425,0
70.0975,0
70.1525,0
70.20750000000001,0
70.2625,0
70.3175,0
70.3725,0
70.42750000000001,0
70.4825,0
70.5375,0
70.5925,0
70.64750000000001,0
70.7025,0
70.7575,0
70.8125,0
70.8675,0
70.9225,0
70.97749999999999,0
71.0325,0
71.0875,0
71.1425,0
71.19749999999999,0
71.2525,0
71.3075,0
71.3625,0
71.4175,0
71.4725,0
71.5275,0
71.58250000000001,0
71.6375,0
71.6925,0
71.7475,0
71.80250000000001,0
71.8575,0
71.9125,0
71.9675,0
72.02250000000001,0
72.0775,0
72.1325,0
72.1875,0
72.2425,0
72.2975,0
72.35249999999999,0
72.4075,0
72.4625,0
72.5175,0
72.57249999999999,0
72.6275,0
72.6825,0
72.7375,0
72.7925,0
72.8475,0
72.9025,0
72.95750000000001,0
73.0125,0
73.0675,0
73.1225,0
73.17750000000001,0
73.2325,0
73.2875,0
73.3425,0
73.39750000000001,0
73.4525,0
73.5075,0
73.5625,0
73.6175,0
73.6725,0
73.72749999999999,0
73.7825,0
73.8375,0
73.8925,0
73.94749999999999,0
74.0025,0
74.0575,0
74.1125,0
74.1675,0
74.2225,0
74.2775,0
74.33250000000001,0
74.3875,0
74.4425,0
74.4975,0
74.55250000000001,0
74.6075,0
74.6625,0
74.7175,0
74.77250000000001,0
74.8275,0
74.8825,0
74.9375,0
74.9925,0
75.0475,0
75.10249999999999,0
75.1575,0
75.2125,0
75.2675,0
75.32249999999999,0
75.3775,0
75.4325,0
75.4875,0
75.5425,0
75.5975,0
75.6525,0
75.70750000000001,0
75.7625,0
75.8175,0
75.8725,0
75.92750000000001,0
75.9825,0
76.0375,0
76.0925,0
76.14750000000001,0
76.2025,0
76.2575,0
76.3125,0
76.3675,0
76.4225,0
76.47749999999999,0
76.5325,0
76.5875,0
76.6425,0
76.69749999999999,0
76.7525,0
76.8075,0
76.8625,0
76.9175,0
76.9725,0
77.0275,0
77.08250000000001,0
77.1375,0
77.1925,0
77.2475,0
77.30250000000001,0
77.3575,0
77.4125,0
77.4675,0
77.52250000000001,0
77.5775,0
77.6325,0
77.6875,0
77.7425,0
77.7975,0
77.85249999999999,0
77.9075,0
77.9625,0
78.0175,0
78.07249999999999,0
78.1275,0
78.1825,0
78.2375,0
78.2925,0
78.3475,0
78.4025,0
78.45750000000001,0
78.5125,0
78.5675,0
78.6225,0
78.67750000000001,0
78.7325,0
78.7875,0
78.8425,0
78.89750000000001,0
78.9525,0
79.0075,0
79.0625,0
79.1175,0
79.1725,0
79.22749999999999,0
79.2825,0
79.3375,0
79.3925,0
79.44749999999999,0
79.5025,0
79.5575,0
79.6125,0
79.6675,0
79.7225,0
79.7775,0
79.83250000000001,0
79.8875,0
79.9425,0
79.9975,0
80.05250000000001,0
80.1075,0
80.1625,0
80.2175,0
80.27250000000001,0
80.3275,0
80.3825,0
80.4375,0
80.4925,0
80.5475,0
80.60249999999999,0
80.6575,0
80.7125,0
80.7675,0
80.82249999999999,0
80.8775,0
80.9325,0
80.9875,0
81.0425,0
81.0975,0
81.1525,0
81.20750000000001,0
81.2625,0
81.3175,0
81.3725,0
81.42750000000001,0
81.4825,0
81.5375,0
81.5925,0
81.64750000000001,0
81.7025,0
81.7575,0
81.8125,0
81.8675,0
81.9225,0
81.97749999999999,0
82.0325,0
82.0875,0
82.1425,0
82.19749999999999,0
82.2525,0
82.3075,0
82.3625,0
82.4175,0
82.4725,0
82.5275,0
82.58250000000001,0
82.6375,0
82.6925,0
82.7475,0
82.80250000000001,0
82.8575,0
82.9125,0
82.9675,0
83.02250000000001,0
83.0775,0
83.1325,0
83.1875,0
83.2425,0
83.2975,0
83.35249999999999,0
83.4075,0
83.4625,0
83.5175,0
83.57249999999999,0
83.6275,0
83.6825,0
83.7375,0
83.7925,0
83.8475,0
83.9025,0
83.95750000000001,0
84.0125,0
84.0675,0
84.1225,0
84.17750000000001,0
84.2325,0
84.2875,0
84.3425,0
84.39750000000001,0
84.4525,0
84.5075,0
84.5625,0
84.6175,0
84.6725,0
84.72749999999999,0
84.7825,0
84.8375,0
84.8925,0
84.94749999999999,0
85.0025,0
85.0575,0
85.1125,0
85.1675,0
85.2225,0
85.2775,0
85.33250000000001,0
85.3875,0
85.4425,0
85.4975,0
85.55250000000001,0
85.6075,0
85.6625,0
85.7175,0
85.77250000000001,0
85.8275,0
85.8825,0
85.9375,0
85.9925,0
86.0475,0
86.10249999999999,0
86.1575,0
86.2125,0
86.2675,0
86.32249999999999,0
86.3775,0
86.4325,0
86.4875,0
86.5425,0
86.5975,0
86.6525,0
86.70750000000001,0
86.7625,0
86.8175,0
86.8725,0
86.92750000000001,0
86.9825,0
87.0375,0
87.0925,0
87.14750000000001,0
87.2025,0
87.2575,0
87.3125,0
87.3675,0
87.4225,0
87.47749999999999,0
87.5325,0
87.5875,0
87.6425,0
87.69749999999999,0
87.7525,0
87.8075,0
87.8625,0
87.9175,0
87.9725,0
88.0275,0
88.08250000000001,0
88.1375,0
88.1925,0
88.2475,0
88.30250000000001,0
88.3575,0
88.4125,0
88.4675,0
88.52250000000001,0
88.5775,0
88.6325,0
88.6875,0
88.7425,0
88.7975,0
88.85249999999999,0
88.9075,0
88.9625,0
89.0175,0
89.07249999999999,0
89.1275,0
89.1825,0
89.2375,0
89.2925,0
89.3475,0
89.4025,0
89.45750000000001,0
89.5125,0
89.5675,0
89.6225,0
89.67750000000001,0
89.7325,0
89.7875,0
89.8425,0
89.89750000000001,0
89.9525,0
90.0075,0
90.0625,0
90.1175,0
90.1725,0
90.22749999999999,0
90.2825,0
90.3375,0
90.3925,0
90.44749999999999,0
90.5025,0
90.5575,0
90.6125,0
90.6675,0
90.7225,0
90.7775,0
90.83250000000001,0
90.8875,0
90.9425,0
90.9975,0
91.05250000000001,0
91.1075,0
91.1625,0
91.2175,0
91.27250000000001,0
91.3275,0
91.3825,0
91.4375,0
91.4925,0
91.5475,0
91.60249999999999,0
91.6575,0
91.7125,0
91.7675,0
91.82249999999999,0
91.8775,0
91.9325,0
91.9875,0
92.0425,0
92.0975,0
92.1525,0
92.20750000000001,0
92.2625,0
92.3175,0
92.3725,0
92.42750000000001,0
92.4825,0
92.5375,0
92.5925,0
92.64750000000001,0
92.7025,0
92.7575,0
92.8125,0
92.8675,0
92.9225,0
92.97749999999999,0
93.0325,0
93.0875,0
93.1425,0
93.19749999999999,0
93.2525,0
93.3075,0
93.3625,0
93.4175,0
93.4725,0
93.5275,0
93.58250000000001,0
93.6375,0
93.6925,0
93.7475,0
93.80250000000001,0
93.8575,0
93.9125,0
93.9675,0
94.02250000000001,0
94.0775,0
94.1325,0
94.1875,0
94.2425,0
94.2975,0
94.35249999999999,0
94.4075,0
94.4625,0
94.5175,0
94.57249999999999,0
94.6275,0
94.6825,0
94.7375,0
94.7925,0
94.8475,0
94.9025,0
94.95750000000001,0
95.0125,0
95.0675,0
95.1225,0
95.17750000000001,0
95.2325,0
95.2875,0
95.3425,0
95.39750000000001,0
95.4525,0
95.5075,0
95.5625,0
95.6175,0
95.6725,0
95.72749999999999,0
95.7825,0
95.8375,0
95.8925,0
95.94749999999999,0
96.0025,0
96.0575,0
96.1125,0
96.1675,0
96.2225,0
96.2775,0
96.33250000000001,0
96.3875,0
96.4425,0
96.4975,0
96.55250000000001,0
96.6075,0
96.6625,0
96.7175,0
96.77250000000001,0
96.8275,0
96.8825,0
96.9375,0
96.9925,0
97.0475,0
97.10249999999999,0
97.1575,0
97.2125,0
97.2675,0
97.32249999999999,0
97.3775,0
97.4325,0
97.4875,0
97.5425,0
97.5975,0
97.6525,0
97.70750000000001,0
97.7625,0
97.8175,0
97.8725,0
97.92750000000001,0
97.9825,0
98.0375,0
98.0925,0
98.14750000000001,0
98.2025,0
98.2575,0
98.3125,0
98.3675,0
98.4225,0
98.47749999999999,0
98.5325,0
98.5875,0
98.6425,0
98.69749999999999,0
98.7525,0
98.8075,0
98.8625,0
98.9175,0
98.9725,0
99.0275,0
99.08250000000001,0
99.1375,0
99.1925,0
99.2475,0
