Distance (mm),Radius Counts
1589.7475,0
1589.8025,0
1589.8575,0
1589.9125,0
1589.9675000000002,0
1590.0225,0
1590.0774999999999,0
1590.1325000000002,0
1590.1875,0
1590.2424999999998,0
1590.2975000000001,0
1590.3525,0
1590.4075,0
1590.4625,0
1590.5175,0
1590.5725,0
1590.6275,0
1590.6825,0
1590.7375000000002,0
1590.7925,0
1590.8474999999999,0
1590.9025000000001,0
1590.9575,0
1591.0124999999998,0
1591.0675,0
1591.1225,0
1591.1775,0
1591.2325,0
1591.2875,0
1591.3425000000002,0
1591.3975,0
1591.4524999999999,0
1591.5075000000002,0
1591.5625,0
1591.6174999999998,0
1591.6725000000001,0
1591.7275,0
1591.7825,0
1591.8375,0
1591.8925,0
1591.9475,0
1592.0025,0
1592.0575,0
1592.1125000000002,0
1592.1675,0
1592.2224999999999,0
1592.2775000000001,0
1592.3325,0
1592.3874999999998,0
1592.4425,0
1592.4975,0
1592.5525,0
1592.6075,0
1592.6625,0
1592.7175000000002,0
1592.7725,0
1592.8274999999999,0
1592.8825000000002,0
1592.9375,0
1592.9924999999998,0
1593.0475000000001,0
1593.1025,0
1593.1575,0
1593.2125,0
1593.2675,0
1593.3225,0
1593.3775,0
1593.4325,0
1593.4875000000002,0
1593.5425,0
1593.5974999999999,0
1593.6525000000001,0
1593.7075,0
1593.7624999999998,0
1593.8175,0
1593.8725,0
1593.9275,0
1593.9825,0
1594.0375,0
1594.0925000000002,0
1594.1475,0
1594.2024999999999,0
1594.2575000000002,0
1594.3125,0
1594.3674999999998,0
1594.4225000000001,0
1594.4775,0
1594.5325,0
1594.5875,0
1594.6425,0
1594.6975,0
1594.7525,0
1594.8075,0
1594.8625000000002,0
1594.9175,0
1594.9724999999999,0
1595.0275000000001,0
1595.0825,0
1595.1374999999998,0
1595.1925,0
1595.2475,0
1595.3025,0
1595.3575,0
1595.4125,0
1595.4675000000002,0
1595.5225,0
1595.5774999999999,0
1595.6325000000002,0
1595.6875,0
1595.7424999999998,0
1595.7975000000001,0
1595.8525,0
1595.9075,0
1595.9625,0
1596.0175,0
1596.0725,0
1596.1275,0
1596.1825,0
1596.2375000000002,0
1596.2925,0
1596.3474999999999,0
1596.4025000000001,0
1596.4575,0
1596.5124999999998,0
1596.5675,0
1596.6225,0
1596.6775,0
1596.7325,0
1596.7875,0
1596.8425000000002,0
1596.8975,0
1596.9524999999999,0
1597.0075000000002,0
1597.0625,0
1597.1174999999998,0
1597.1725000000001,0
1597.2275,0
1597.2825,0
1597.3375,0
1597.3925,0
1597.4475,0
1597.5025,0
1597.5575,0
1597.6125000000002,0
1597.6675,0
1597.7224999999999,0
1597.7775000000001,0
1597.8325,0
1597.8874999999998,0
1597.9425,0
1597.9975,0
1598.0525,0
1598.1075,0
1598.1625,0
1598.2175000000002,0
1598.2725,0
1598.3274999999999,0
1598.3825000000002,0
1598.4375,0
1598.4924999999998,0
1598.5475000000001,0
1598.6025,0
1598.6575,0
1598.7125,0
1598.7675,0
1598.8225,0
1598.8775,0
1598.9325,0
1598.9875000000002,0
1599.0425,0
1599.0974999999999,0
1599.1525000000001,0
1599.2075,0
1599.2624999999998,0
1599.3175,0
1599.3725,0
1599.4275,0
1599.4825,0
1599.5375,0
1599.5925000000002,0
1599.6475,0
1599.7024999999999,0
1599.7575000000002,0
1599.8125,0
1599.8674999999998,0
1599.9225000000001,0
1599.9775,0
1600.0325,0
1600.0875,0
1600.1425,0
1600.1975,0
1600.2525,0
1600.3075,0
1600.3625000000002,0
1600.4175,0
1600.4724999999999,0
1600.5275000000001,0
1600.5825,0
1600.6374999999998,0
1600.6925,0
1600.7475,0
1600.8025,0
1600.8575,0
1600.9125,0
1600.9675000000002,0
1601.0225,0
1601.0774999999999,0
1601.1325000000002,0
1601.1875,0
1601.2424999999998,0
1601.2975000000001,0
1601.3525,0
1601.4075,0
1601.4625,0
1601.5175,0
1601.5725,0
1601.6275,0
1601.6825,0
1601.7375000000002,0
1601.7925,0
1601.8474999999999,0
1601.9025000000001,0
1601.9575,0
1602.0124999999998,0
1602.0675,0
1602.1225,0
1602.1775,0
1602.2325,0
1602.2875,0
1602.3425000000002,0
1602.3975,0
1602.4524999999999,0
1602.5075000000002,0
1602.5625,0
1602.6174999999998,0
1602.6725000000001,0
1602.7275,0
1602.7825,0
1602.8375,0
1602.8925,0
1602.9475,0
1603.0025,0
1603.0575,0
1603.1125000000002,0
1603.1675,0
1603.2224999999999,0
1603.2775000000001,0
1603.3325,0
1603.3874999999998,0
1603.4425,0
1603.4975,0
1603.5525,0
1603.6075,0
1603.6625,0
1603.7175000000002,0
1603.7725,0
1603.8274999999999,0
1603.8825000000002,0
1603.9375,0
1603.9924999999998,0
1604.0475000000001,0
1604.1025,0
1604.1575,0
1604.2125,0
1604.2675,0
1604.3225,0
1604.3775,0
1604.4325,0
1604.4875000000002,0
1604.5425,0
1604.5974999999999,0
1604.6525000000001,0
1604.7075,0
1604.7624999999998,0
1604.8175,0
1604.8725,0
1604.9275,0
1604.9825,0
1605.0375,0
1605.0925000000002,0
1605.1475,0
1605.2024999999999,0
1605.2575000000002,0
1605.3125,0
1605.3674999999998,0
1605.4225000000001,0
1605.4775,0
1605.5325,0
1605.5875,0
1605.6425,0
1605.6975,0
1605.7525,0
1605.8075,0
1605.8625000000002,0
1605.9175,0
1605.9724999999999,0
1606.0275000000001,0
1606.0825,0
1606.1374999999998,0
1606.1925,0
1606.2475,0
1606.3025,0
1606.3575,0
1606.4125,0
1606.4675000000002,0
1606.5225,0
1606.5774999999999,0
1606.6325000000002,0
1606.6875,0
1606.7424999999998,0
1606.7975000000001,0
1606.8525,0
1606.9075,0
1606.9625,0
1607.0175,0
1607.0725,0
1607.1275,0
1607.1825,0
1607.2375000000002,0
1607.2925,0
1607.3474999999999,0
1607.4025000000001,0
1607.4575,0
1607.5124999999998,0
1607.5675,0
1607.6225,0
1607.6775,0
1607.7325,0
1607.7875,0
1607.8425000000002,0
1607.8975,0
1607.9524999999999,0
1608.0075000000002,0
1608.0625,0
1608.1174999999998,0
1608.1725000000001,0
1608.2275,0
1608.2825,0
1608.3375,0
1608.3925,0
1608.4475,0
1608.5025,0
1608.5575,0
1608.6125000000002,0
1608.6675,0
1608.7224999999999,0
1608.7775000000001,0
1608.8325,0
1608.8874999999998,0
1608.9425,0
1608.9975,0
1609.0525,0
1609.1075,0
1609.1625,0
1609.2175000000002,0
1609.2725,0
1609.3274999999999,0
1609.3825000000002,0
1609.4375,0
1609.4924999999998,0
1609.5475000000001,0
1609.6025,0
1609.6575,0
1609.7125,0
1609.7675,0
1609.8225,0
1609.8775,0
1609.9325,0
1609.9875000000002,0
1610.0425,0
1610.0974999999999,0
1610.1525000000001,0
1610.2075,0
1610.2624999999998,0
1610.3175,0
1610.3725,0
1610.4275,0
1610.4825,0
1610.5375,0
1610.5925000000002,0
1610.6475,0
1610.7024999999999,0
1610.7575000000002,0
1610.8125,0
1610.8674999999998,0
1610.9225000000001,0
1610.9775,0
1611.0325,0
1611.0875,0
1611.1425,0
1611.1975,0
1611.2525,0
1611.3075,0
1611.3625000000002,0
1611.4175,0
1611.4724999999999,0
1611.5275000000001,0
1611.5825,0
1611.6374999999998,0
1611.6925,0
1611.7475,0
1611.8025,0
1611.8575,0
1611.9125,0
1611.9675000000002,0
1612.0225,0
1612.0774999999999,0
1612.1325000000002,0
1612.1875,0
1612.2424999999998,0
1612.2975000000001,0
1612.3525,0
1612.4075,0
1612.4625,0
1612.5175,0
1612.5725,0
1612.6275,0
1612.6825,0
1612.7375000000002,0
1612.7925,0
1612.8474999999999,0
1612.9025000000001,0
1612.9575,0
1613.0124999999998,0
1613.0675,0
1613.1225,0
1613.1775,0
1613.2325,0
1613.2875,0
1613.3425000000002,0
1613.3975,0
1613.4524999999999,0
1613.5075000000002,0
1613.5625,0
1613.6174999999998,0
1613.6725000000001,0
1613.7275,0
1613.7825,0
1613.8375,0
1613.8925,0
1613.9475,0
1614.0025,0
1614.0575,0
1614.1125000000002,0
1614.1675,0
1614.2224999999999,0
1614.2775000000001,0
1614.3325,0
1614.3874999999998,0
1614.4425,0
1614.4975,0
1614.5525,0
1614.6075,0
1614.6625,0
1614.7175000000002,0
1614.7725,0
1614.8274999999999,0
1614.8825000000002,0
1614.9375,0
1614.9924999999998,0
1615.0475000000001,0
1615.1025,0
1615.1575,0
1615.2125,0
1615.2675,0
1615.3225,0
1615.3775,0
1615.4325,0
1615.4875000000002,0
1615.5425,0
1615.5974999999999,0
1615.6525000000001,0
1615.7075,0
1615.7624999999998,0
1615.8175,0
1615.8725,0
1615.9275,0
1615.9825,0
1616.0375,0
1616.0925000000002,0
1616.1475,0
1616.2024999999999,0
1616.2575000000002,0
1616.3125,0
1616.3674999999998,0
1616.4225000000001,0
1616.4775,0
1616.5325,0
1616.5875,0
1616.6425,0
1616.6975,0
1616.7525,0
1616.8075,0
1616.8625000000002,0
1616.9175,0
1616.9724999999999,0
1617.0275000000001,0
1617.0825,0
1617.1374999999998,0
1617.1925,0
1617.2475,0
1617.3025,0
1617.3575,0
1617.4125,0
1617.4675000000002,0
1617.5225,0
1617.5774999999999,0
1617.6325000000002,0
1617.6875,0
1617.7424999999998,0
1617.7975000000001,0
1617.8525,0
1617.9075,0
1617.9625,0
1618.0175,0
1618.0725,0
1618.1275,0
1618.1825,0
1618.2375000000002,0
1618.2925,0
1618.3474999999999,0
1618.4025000000001,0
1618.4575,0
1618.5124999999998,0
1618.5675,0
1618.6225,0
1618.6775,0
1618.7325,0
1618.7875,0
1618.8425000000002,0
1618.8975,0
1618.9524999999999,0
1619.0075000000002,0
1619.0625,0
1619.1174999999998,0
1619.1725000000001,0
1619.2275,0
1619.2825,0
1619.3375,0
1619.3925,0
1619.4475,0
1619.5025,0
1619.5575,0
1619.6125000000002,0
1619.6675,0
1619.7224999999999,0
1619.7775000000001,0
1619.8325,0
1619.8874999999998,0
1619.9425,0
1619.9975,0
1620.0525,0
1620.1075,0
1620.1625,0
1620.2175000000002,0
1620.2725,0
1620.3274999999999,0
1620.3825000000002,0
1620.4375,0
1620.4924999999998,0
1620.5475000000001,0
1620.6025,0
1620.6575,0
1620.7125,0
1620.7675,0
1620.8225,0
1620.8775,0
1620.9325,0
1620.9875000000002,0
1621.0425,0
1621.0974999999999,0
1621.1525000000001,0
1621.2075,0
1621.2624999999998,0
1621.3175,0
1621.3725,0
1621.4275,0
1621.4825,0
1621.5375,0
1621.5925000000002,0
1621.6475,0
1621.7024999999999,0
1621.7575000000002,0
1621.8125,0
1621.8674999999998,0
1621.9225000000001,0
1621.9775,0
1622.0325,0
1622.0875,0
1622.1425,0
1622.1975,0
1622.2525,0
1622.3075,0
1622.3625000000002,0
1622.4175,0
1622.4724999999999,0
1622.5275000000001,0
1622.5825,0
1622.6374999999998,0
1622.6925,0
1622.7475,0
1622.8025,0
1622.8575,0
1622.9125,0
1622.9675000000002,0
1623.0225,0
1623.0774999999999,0
1623.1325000000002,0
1623.1875,0
1623.2424999999998,0
1623.2975000000001,0
1623.3525,0
1623.4075,0
1623.4625,0
1623.5175,0
1623.5725,0
1623.6275,0
1623.6825,0
1623.7375000000002,0
1623.7925,0
1623.8474999999999,0
1623.9025000000001,0
1623.9575,0
1624.0124999999998,0
1624.0675,0
1624.1225,0
1624.1775,0
1624.2325,0
1624.2875,0
1624.3425000000002,0
1624.3975,0
1624.4524999999999,0
1624.5075000000002,0
1624.5625,0
1624.6174999999998,0
1624.6725000000001,0
1624.7275,0
1624.7825,0
1624.8375,0
1624.8925,0
1624.9475,0
1625.0025,0
1625.0575,0
1625.1125000000002,0
1625.1675,0
1625.2224999999999,0
1625.2775000000001,0
1625.3325,0
1625.3874999999998,0
1625.4425,0
1625.4975,0
1625.5525,0
1625.6075,0
1625.6625,0
1625.7175000000002,0
1625.7725,0
1625.8274999999999,0
1625.8825000000002,0
1625.9375,0
1625.9924999999998,0
1626.0475000000001,0
1626.1025,0
1626.1575,0
1626.2125,0
1626.2675,0
1626.3225,0
1626.3775,0
1626.4325,0
1626.4875000000002,0
1626.5425,0
1626.5974999999999,0
1626.6525000000001,0
1626.7075,0
1626.7624999999998,0
1626.8175,0
1626.8725,0
1626.9275,0
1626.9825,0
1627.0375,0
1627.0925000000002,0
1627.1475,0
1627.2024999999999,0
1627.2575000000002,0
1627.3125,0
1627.3674999999998,0
1627.4225000000001,0
1627.4775,0
1627.5325,0
1627.5875,0
1627.6425,0
1627.6975,0
1627.7525,0
1627.8075,0
1627.8625000000002,0
1627.9175,0
1627.9724999999999,0
1628.0275000000001,0
1628.0825,0
1628.1374999999998,0
1628.1925,0
1628.2475,0
1628.3025,0
1628.3575,0
1628.4125,0
1628.4675000000002,0
1628.5225,0
1628.5774999999999,0
1628.6325000000002,0
1628.6875,0
1628.7424999999998,0
1628.7975000000001,0
1628.8525,0
1628.9075,0
1628.9625,0
1629.0175,0
1629.0725,0
1629.1275,0
1629.1825,0
1629.2375000000002,0
1629.2925,0
1629.3474999999999,0
1629.4025000000001,0
1629.4575,0
1629.5124999999998,0
1629.5675,0
1629.6225,0
1629.6775,0
1629.7325,0
1629.7875,0
1629.8425000000002,0
1629.8975,0
1629.9524999999999,0
1630.0075000000002,0
1630.0625,0
1630.1174999999998,0
1630.1725000000001,0
1630.2275,0
1630.2825,0
1630.3375,0
1630.3925,0
1630.4475,0
1630.5025,0
1630.5575,0
1630.6125000000002,0
1630.6675,0
1630.7224999999999,0
1630.7775000000001,0
1630.8325,0
1630.8874999999998,0
1630.9425,0
1630.9975,0
1631.0525,0
1631.1075,0
1631.1625,0
1631.2175000000002,0
1631.2725,0
1631.3274999999999,0
1631.3825000000002,0
1631.4375,0
1631.4924999999998,0
1631.5475000000001,0
1631.6025,0
1631.6575,0
1631.7125,0
1631.7675,0
1631.8225,0
1631.8775,0
1631.9325,0
1631.9875000000002,0
1632.0425,0
1632.0974999999999,0
1632.1525000000001,0
1632.2075,0
1632.2624999999998,0
1632.3175,0
1632.3725,0
1632.4275,0
1632.4825,0
1632.5375,0
1632.5925000000002,0
1632.6475,0
1632.7024999999999,0
1632.7575000000002,0
1632.8125,0
1632.8674999999998,0
1632.9225000000001,0
1632.9775,0
1633.0325,0
1633.0875,0
1633.1425,0
1633.1975,0
1633.2525,0
1633.3075,0
1633.3625000000002,0
1633.4175,0
1633.4724999999999,0
1633.5275000000001,0
1633.5825,0
1633.6374999999998,0
1633.6925,0
1633.7475,0
1633.8025,0
1633.8575,0
1633.9125,0
1633.9675000000002,0
1634.0225,0
1634.0774999999999,0
1634.1325000000002,0
1634.1875,0
1634.2424999999998,0
1634.2975000000001,0
1634.3525,0
1634.4075,0
1634.4625,0
1634.5175,0
1634.5725,0
1634.6275,0
1634.6825,0
1634.7375000000002,0
1634.7925,0
1634.8474999999999,0
1634.9025000000001,0
1634.9575,0
1635.0124999999998,0
1635.0675,0
1635.1225,0
1635.1775,0
1635.2325,0
1635.2875,0
1635.3425000000002,0
1635.3975,0
1635.4524999999999,0
1635.5075000000002,0
1635.5625,0
1635.6174999999998,0
1635.6725000000001,0
1635.7275,0
1635.7825,0
1635.8375,0
1635.8925,0
1635.9475,0
1636.0025,0
1636.0575,0
1636.1125000000002,0
1636.1675,0
1636.2224999999999,0
1636.2775000000001,0
1636.3325,0
1636.3874999999998,0
1636.4425,0
1636.4975,0
1636.5525,0
1636.6075,0
1636.6625,0
1636.7175000000002,0
1636.7725,0
1636.8274999999999,0
1636.8825000000002,0
1636.9375,0
1636.9924999999998,0
1637.0475000000001,0
1637.1025,0
1637.1575,0
1637.2125,0
1637.2675,0
1637.3225,0
1637.3775,0
1637.4325,0
1637.4875000000002,0
1637.5425,0
1637.5974999999999,0
1637.6525000000001,0
1637.7075,0
1637.7624999999998,0
1637.8175,0
1637.8725,0
1637.9275,0
1637.9825,0
1638.0375,0
1638.0925000000002,0
1638.1475,0
1638.2024999999999,0
1638.2575000000002,0
1638.3125,0
1638.3674999999998,0
1638.4225000000001,0
1638.4775,0
1638.5325,0
1638.5875,0
1638.6425,0
1638.6975,0
1638.7525,0
1638.8075,0
1638.8625000000002,0
1638.9175,0
1638.9724999999999,0
1639.0275000000001,0
1639.0825,0
1639.1374999999998,0
1639.1925,0
1639.2475,0
1639.3025,0
1639.3575,0
1639.4125,0
1639.4675000000002,0
1639.5225,0
1639.5774999999999,0
1639.6325000000002,0
1639.6875,0
1639.7424999999998,0
1639.7975000000001,0
1639.8525,0
1639.9075,0
1639.9625,0
1640.0175,0
1640.0725,0
1640.1275,0
1640.1825,0
1640.2375000000002,0
1640.2925,0
1640.3474999999999,0
1640.4025000000001,0
1640.4575,0
1640.5124999999998,0
1640.5675,0
1640.6225,0
1640.6775,0
1640.7325,0
1640.7875,0
1640.8425000000002,0
1640.8975,0
1640.9524999999999,0
1641.0075000000002,0
1641.0625,0
1641.1174999999998,0
1641.1725000000001,0
1641.2275,0
1641.2825,0
1641.3375,0
1641.3925,0
1641.4475,0
1641.5025,0
1641.5575,0
1641.6125000000002,0
1641.6675,0
1641.7224999999999,0
1641.7775000000001,0
1641.8325,0
1641.8874999999998,0
1641.9425,0
1641.9975,0
1642.0525,0
1642.1075,0
1642.1625,0
1642.2175000000002,0
1642.2725,0
1642.3274999999999,0
1642.3825000000002,0
1642.4375,0
1642.4924999999998,0
1642.5475000000001,0
1642.6025,0
1642.6575,0
1642.7125,0
1642.7675,0
1642.8225,0
1642.8775,0
1642.9325,0
1642.9875000000002,0
1643.0425,0
1643.0974999999999,0
1643.1525000000001,0
1643.2075,0
1643.2624999999998,0
1643.3175,0
1643.3725,0
1643.4275,0
1643.4825,0
1643.5375,0
1643.5925000000002,0
1643.6475,0
1643.7024999999999,0
1643.7575000000002,0
1643.8125,0
1643.8674999999998,0
1643.9225000000001,0
1643.9775,0
1644.0325,0
1644.0875,0
1644.1425,0
1644.1975,0
1644.2525,0
1644.3075,0
1644.3625000000002,0
1644.4175,0
1644.4724999999999,0
1644.5275000000001,0
1644.5825,0
1644.6374999999998,0
1644.6925,0
1644.7475,0
1644.8025,0
1644.8575,0
1644.9125,0
1644.9675000000002,0
1645.0225,0
1645.0774999999999,0
1645.1325000000002,0
1645.1875,0
1645.2424999999998,0
1645.2975000000001,0
1645.3525,0
1645.4075,0
1645.4625,0
1645.5175,0
1645.5725,0
1645.6275,0
1645.6825,0
1645.7375000000002,0
1645.7925,0
1645.8474999999999,0
1645.9025000000001,0
1645.9575,0
1646.0124999999998,0
1646.0675,0
1646.1225,0
1646.1775,0
1646.2325,0
1646.2875,0
1646.3425000000002,0
1646.3975,0
1646.4524999999999,0
1646.5075000000002,0
1646.5625,0
1646.6174999999998,0
1646.6725000000001,0
1646.7275,0
1646.7825,0
1646.8375,0
1646.8925,0
1646.9475,0
1647.0025,0
1647.0575,0
1647.1125000000002,0
1647.1675,0
1647.2224999999999,0
1647.2775000000001,0
1647.3325,0
1647.3874999999998,0
1647.4425,0
1647.4975,0
1647.5525,0
1647.6075,0
1647.6625,0
1647.7175000000002,0
1647.7725,0
1647.8274999999999,0
1647.8825000000002,0
1647.9375,0
1647.9924999999998,0
1648.0475000000001,0
1648.1025,0
1648.1575,0
1648.2125,0
1648.2675,0
1648.3225,0
1648.3775,0
1648.4325,0
1648.4875000000002,0
1648.5425,0
1648.5974999999999,0
1648.6525000000001,0
1648.7075,0
1648.7624999999998,0
1648.8175,0
1648.8725,0
1648.9275,0
1648.9825,0
1649.0375,0
1649.0925000000002,0
1649.1475,0
1649.2024999999999,0
1649.2575000000002,0
1649.3125,0
1649.3674999999998,0
1649.4225000000001,0
1649.4775,0
1649.5325,0
1649.5875,0
1649.6425,0
1649.6975,0
1649.7525,0
1649.8075,0
1649.8625000000002,0
1649.9175,0
1649.9724999999999,0
1650.0275000000001,0
1650.0825,0
1650.1374999999998,0
1650.1925,0
1650.2475,0
1650.3025,0
1650.3575,0
1650.4125,0
1650.4675000000002,0
1650.5225,0
1650.5774999999999,0
1650.6325000000002,0
1650.6875,0
1650.7424999999998,0
1650.7975000000001,0
1650.8525,0
1650.9075,0
1650.9625,0
1651.0175,0
1651.0725,0
1651.1275,0
1651.1825,0
1651.2375000000002,0
1651.2925,0
1651.3474999999999,0
1651.4025000000001,0
1651.4575,0
1651.5124999999998,0
1651.5675,0
1651.6225,0
1651.6775,0
1651.7325,0
1651.7875,0
1651.8425000000002,0
1651.8975,0
1651.9524999999999,0
1652.0075000000002,0
1652.0625,0
1652.1174999999998,0
1652.1725000000001,0
1652.2275,0
1652.2825,0
1652.3375,0
1652.3925,0
1652.4475,0
1652.5025,0
1652.5575,0
1652.6125000000002,0
1652.6675,0
1652.7224999999999,0
1652.7775000000001,0
1652.8325,0
1652.8874999999998,0
1652.9425,0
1652.9975,0
1653.0525,0
1653.1075,0
1653.1625,0
1653.2175000000002,0
1653.2725,0
1653.3274999999999,0
1653.3825000000002,0
1653.4375,0
1653.4924999999998,0
1653.5475000000001,0
1653.6025,0
1653.6575,0
1653.7125,0
1653.7675,0
1653.8225,0
1653.8775,0
1653.9325,0
1653.9875000000002,0
1654.0425,0
1654.0974999999999,0
1654.1525000000001,0
1654.2075,0
1654.2624999999998,0
1654.3175,0
1654.3725,0
1654.4275,0
1654.4825,0
1654.5375,0
1654.5925000000002,0
1654.6475,0
1654.7024999999999,0
1654.7575000000002,0
1654.8125,0
1654.8674999999998,0
1654.9225000000001,0
1654.9775,0
1655.0325,0
1655.0875,0
1655.1425,0
1655.1975,0
1655.2525,0
1655.3075,0
1655.3625000000002,0
1655.4175,0
1655.4724999999999,0
1655.5275000000001,0
1655.5825,0
1655.6374999999998,0
1655.6925,0
1655.7475,0
1655.8025,0
1655.8575,0
1655.9125,0
1655.9675000000002,0
1656.0225,0
1656.0774999999999,0
1656.1325000000002,0
1656.1875,0
1656.2424999999998,0
1656.2975000000001,0
1656.3525,0
1656.4075,0
1656.4625,0
1656.5175,0
1656.5725,0
1656.6275,0
1656.6825,0
1656.7375000000002,0
1656.7925,0
1656.8474999999999,0
1656.9025000000001,0
1656.9575,0
1657.0124999999998,0
1657.0675,0
1657.1225,0
1657.1775,0
1657.2325,0
1657.2875,0
1657.3425000000002,0
1657.3975,0
1657.4524999999999,0
1657.5075000000002,0
1657.5625,0
1657.6174999999998,0
1657.6725000000001,0
1657.7275,0
1657.7825,0
1657.8375,0
1657.8925,0
1657.9475,0
1658.0025,0
1658.0575,0
1658.1125000000002,0
1658.1675,0
1658.2224999999999,0
1658.2775000000001,0
1658.3325,0
1658.3874999999998,0
1658.4425,0
1658.4975,0
1658.5525,0
1658.6075,0
1658.6625,0
1658.7175000000002,0
1658.7725,0
1658.8274999999999,0
1658.8825000000002,0
1658.9375,0
1658.9924999999998,0
1659.0475000000001,0
1659.1025,0
1659.1575,0
1659.2125,0
1659.2675,0
1659.3225,0
1659.3775,0
1659.4325,0
1659.4875000000002,0
1659.5425,0
1659.5974999999999,0
1659.6525000000001,0
1659.7075,0
1659.7624999999998,0
1659.8175,0
1659.8725,0
1659.9275,0
1659.9825,0
1660.0375,0
1660.0925000000002,0
1660.1475,0
1660.2024999999999,0
1660.2575000000002,0
1660.3125,0
1660.3674999999998,0
1660.4225000000001,0
1660.4775,0
1660.5325,0
1660.5875,0
1660.6425,0
1660.6975,0
1660.7525,0
1660.8075,0
1660.8625000000002,0
1660.9175,0
1660.9724999999999,0
1661.0275000000001,0
1661.0825,0
1661.1374999999998,0
1661.1925,0
1661.2475,0
1661.3025,0
1661.3575,0
1661.4125,0
1661.4675000000002,0
1661.5225,0
1661.5774999999999,0
1661.6325000000002,0
1661.6875,0
1661.7424999999998,0
1661.7975000000001,0
1661.8525,0
1661.9075,0
1661.9625,0
1662.0175,0
1662.0725,0
1662.1275,0
1662.1825,0
1662.2375000000002,0
1662.2925,0
1662.3474999999999,0
1662.4025000000001,0
1662.4575,0
1662.5124999999998,0
1662.5675,0
1662.6225,0
1662.6775,0
1662.7325,0
1662.7875,0
1662.8425000000002,0
1662.8975,0
1662.9524999999999,0
1663.0075000000002,0
1663.0625,0
1663.1174999999998,0
1663.1725000000001,0
1663.2275,0
1663.2825,0
1663.3375,0
1663.3925,0
1663.4475,0
1663.5025,0
1663.5575,0
1663.6125000000002,0
1663.6675,0
1663.7224999999999,0
1663.7775000000001,0
1663.8325,0
1663.8874999999998,0
1663.9425,0
1663.9975,0
1664.0525,0
1664.1075,0
1664.1625,0
1664.2175000000002,0
1664.2725,0
1664.3274999999999,0
1664.3825000000002,0
1664.4375,0
1664.4924999999998,0
1664.5475000000001,0
1664.6025,0
1664.6575,0
1664.7125,0
1664.7675,0
1664.8225,0
1664.8775,0
1664.9325,0
1664.9875000000002,0
1665.0425,0
1665.0974999999999,0
1665.1525000000001,0
1665.2075,0
1665.2624999999998,0
1665.3175,0
1665.3725,0
1665.4275,0
1665.4825,0
1665.5375,0
1665.5925000000002,0
1665.6475,0
1665.7024999999999,0
1665.7575000000002,0
1665.8125,0
1665.8674999999998,0
1665.9225000000001,0
1665.9775,0
1666.0325,0
1666.0875,0
1666.1425,0
1666.1975,0
1666.2525,0
1666.3075,0
1666.3625000000002,0
1666.4175,0
1666.4724999999999,0
1666.5275000000001,0
1666.5825,0
1666.6374999999998,0
1666.6925,0
1666.7475,0
1666.8025,0
1666.8575,0
1666.9125,0
1666.9675000000002,0
1667.0225,0
1667.0774999999999,0
1667.1325000000002,0
1667.1875,0
1667.2424999999998,0
1667.2975000000001,0
1667.3525,0
1667.4075,0
1667.4625,0
1667.5175,0
1667.5725,0
1667.6275,0
1667.6825,0
1667.7375000000002,0
1667.7925,0
1667.8474999999999,0
1667.9025000000001,0
1667.9575,0
1668.0124999999998,0
1668.0675,0
1668.1225,0
1668.1775,0
1668.2325,0
1668.2875,0
1668.3425000000002,0
1668.3975,0
1668.4524999999999,0
1668.5075000000002,0
1668.5625,0
1668.6174999999998,0
1668.6725000000001,0
1668.7275,0
1668.7825,0
1668.8375,0
1668.8925,0
1668.9475,0
1669.0025,0
1669.0575,0
1669.1125000000002,0
1669.1675,0
1669.2224999999999,0
1669.2775000000001,0
1669.3325,0
1669.3874999999998,0
1669.4425,0
1669.4975,0
1669.5525,0
1669.6075,0
1669.6625,0
1669.7175000000002,0
1669.7725,0
1669.8274999999999,0
1669.8825000000002,0
1669.9375,0
1669.9924999999998,0
1670.0475000000001,0
1670.1025,0
1670.1575,0
1670.2125,0
1670.2675,0
1670.3225,0
1670.3775,0
1670.4325,0
1670.4875000000002,0
1670.5425,0
1670.5974999999999,0
1670.6525000000001,0
1670.7075,0
1670.7624999999998,0
1670.8175,0
1670.8725,0
1670.9275,0
1670.9825,0
1671.0375,0
1671.0925000000002,0
1671.1475,0
1671.2024999999999,0
1671.2575000000002,0
1671.3125,0
1671.3674999999998,0
1671.4225000000001,0
1671.4775,0
1671.5325,0
1671.5875,0
1671.6425,0
1671.6975,0
1671.7525,0
1671.8075,0
1671.8625000000002,0
1671.9175,0
1671.9724999999999,0
1672.0275000000001,0
1672.0825,0
1672.1374999999998,0
1672.1925,0
1672.2475,0
1672.3025,0
1672.3575,0
1672.4125,0
1672.4675000000002,0
1672.5225,0
1672.5774999999999,0
1672.6325000000002,0
1672.6875,0
1672.7424999999998,0
1672.7975000000001,0
1672.8525,0
1672.9075,0
1672.9625,0
1673.0175,0
1673.0725,0
1673.1275,0
1673.1825,0
1673.2375000000002,0
1673.2925,0
1673.3474999999999,0
1673.4025000000001,0
1673.4575,0
1673.5124999999998,0
1673.5675,0
1673.6225,0
1673.6775,0
1673.7325,0
1673.7875,0
1673.8425000000002,0
1673.8975,0
1673.9524999999999,0
1674.0075000000002,0
1674.0625,0
1674.1174999999998,0
1674.1725000000001,0
1674.2275,0
1674.2825,0
1674.3375,0
1674.3925,0
